File_Name	Mol_Formula	Nonhydrogen_Atoms	Point_Group	[W1-F12 all-electron, rel. CCSD(T)/CBS (kcal/mol)]
dsgdb9nsd_000962	C5H7NO	7	C1	1472.562958
dsgdb9nsd_000963	C5H8N2	7	C1	1537.413756
dsgdb9nsd_000964	C5H7NO	7	C1	1461.8226
dsgdb9nsd_000965	C4H6N2O	7	C1	1345.090559
dsgdb9nsd_000966	C5H8N2	7	C1	1539.078538
dsgdb9nsd_000967	C5H7NO	7	C1	1463.254162
dsgdb9nsd_000968	C4H6N2O	7	C1	1344.827984
dsgdb9nsd_000969	C5H7NO	7	C1	1468.326974
dsgdb9nsd_000970	C5H6O2	7	C1	1391.763511
dsgdb9nsd_000971	C4H6N2O	7	C1	1353.088212
dsgdb9nsd_000972	C4H5NO2	7	C1	1276.948731
dsgdb9nsd_000973	C5H7NO	7	C1	1468.913175
dsgdb9nsd_000974	C4H6N2O	7	C1	1348.129864
dsgdb9nsd_000975	C4H6N2O	7	C1	1336.108137
dsgdb9nsd_000976	C3H5N3O	7	C1	1217.445745
dsgdb9nsd_000977	C4H6N2O	7	C1	1340.757104
dsgdb9nsd_000978	C4H5NO2	7	C1	1263.531085
dsgdb9nsd_000979	C3H5N3O	7	C1	1225.029637
dsgdb9nsd_000980	C3H4N2O2	7	C1	1147.733193
dsgdb9nsd_000981	C4H6N2O	7	C1	1342.612612
dsgdb9nsd_000982	C3H5N3O	7	CS	1223.350152
dsgdb9nsd_000983	C4H5NO2	7	C1	1264.232452
dsgdb9nsd_000984	C4H5NO2	7	C1	1270.202138
dsgdb9nsd_000985	C3H4N2O2	7	C1	1152.73364
dsgdb9nsd_000986	C6H9N	7	C1	1665.724332
dsgdb9nsd_000987	C5H8N2	7	C1	1536.745075
dsgdb9nsd_000988	C5H7NO	7	C1	1467.088145
dsgdb9nsd_000989	C6H8O	7	C1	1589.077447
dsgdb9nsd_000990	C5H7NO	7	C1	1460.168277
dsgdb9nsd_000991	C4H7N3	7	C1	1408.276712
dsgdb9nsd_000992	C4H6N2O	7	C1	1339.817546
dsgdb9nsd_000993	C4H6N2O	7	C1	1331.913393
dsgdb9nsd_000994	C4H5NO2	7	C1	1268.160643
dsgdb9nsd_000995	C6H9N	7	C1	1660.790701
dsgdb9nsd_000996	C5H8N2	7	C1	1533.044319
dsgdb9nsd_000997	C5H7NO	7	C1	1463.702587
dsgdb9nsd_000998	C5H8N2	7	C1	1540.991382
dsgdb9nsd_000999	C4H6N2O	7	C1	1349.151964
dsgdb9nsd_001000	C5H8N2	7	C1	1539.840266
dsgdb9nsd_001001	C4H6N2O	7	C1	1341.451638
dsgdb9nsd_001002	C4H6N2O	7	C1	1358.449427
dsgdb9nsd_001003	C4H6N2O	7	C1	1332.79825
dsgdb9nsd_001004	C4H5NO2	7	C1	1282.965562
dsgdb9nsd_001005	C6H5N	7	C1	1363.606193
dsgdb9nsd_001006	C6H4O	7	CS	1284.153764
dsgdb9nsd_001007	C5H4N2	7	CS	1240.964902
dsgdb9nsd_001008	C5H3NO	7	CS	1162.633305
dsgdb9nsd_001009	C5H4N2	7	C1	1239.641484
dsgdb9nsd_001010	C5H3NO	7	CS	1160.795782
dsgdb9nsd_001011	C5H4N2	7	C1	1272.166839
dsgdb9nsd_001012	C5H3NO	7	C1	1191.095021
dsgdb9nsd_001013	C4H3N3	7	CS	1148.37125
dsgdb9nsd_001014	C4H2N2O	7	CS	1068.272185
dsgdb9nsd_001015	C4H3N3	7	C1	1146.30269
dsgdb9nsd_001016	C4H2N2O	7	C1	1065.518774
dsgdb9nsd_001017	C6H5N	7	CS	1363.306532
dsgdb9nsd_001019	C6H4O	7	CS	1284.229461
dsgdb9nsd_001020	C5H3NO	7	CS	1162.212742
dsgdb9nsd_001021	C5H4N2	7	CS	1273.650642
dsgdb9nsd_001022	C4H3N3	7	C1	1149.031911
dsgdb9nsd_001023	C5H3NO	7	C1	1192.862264
dsgdb9nsd_001024	C4H2N2O	7	CS	1069.351006
dsgdb9nsd_001025	C5H5NO	7	C1	1337.099238
dsgdb9nsd_001026	C5H4O2	7	C1	1257.72248
dsgdb9nsd_001027	C4H4N2O	7	C1	1213.07651
dsgdb9nsd_001028	C4H3NO2	7	C1	1135.375949
dsgdb9nsd_001029	C4H4N2O	7	C1	1210.26218
dsgdb9nsd_001030	C4H3NO2	7	C1	1131.992449
dsgdb9nsd_001031	C5H5NO	7	C1	1337.580626
dsgdb9nsd_001032	C4H4N2O	7	C1	1212.587341
dsgdb9nsd_001033	C5H4O2	7	C1	1256.752231
dsgdb9nsd_001034	C4H3NO2	7	C1	1133.90897
dsgdb9nsd_001035	C5H5NO	7	CS	1339.600133
dsgdb9nsd_001036	C4H4N2O	7	C1	1214.631754
dsgdb9nsd_001037	C4H6N2O	7	C1	1327.796535
dsgdb9nsd_001038	C4H5NO2	7	C1	1252.343061
dsgdb9nsd_001039	C6H9N	7	C1	1664.71684
dsgdb9nsd_001040	C6H8O	7	C1	1588.821536
dsgdb9nsd_001041	C5H7NO	7	C1	1468.258023
dsgdb9nsd_001042	C5H8N2	7	C1	1544.734131
dsgdb9nsd_001043	C5H7NO	7	C1	1469.394004
dsgdb9nsd_001044	C5H8N2	7	C1	1529.6778
dsgdb9nsd_001045	C5H7NO	7	C1	1454.151227
dsgdb9nsd_001046	C4H6N2O	7	C1	1332.899411
dsgdb9nsd_001047	C4H6N2O	7	C1	1339.543005
dsgdb9nsd_001048	C5H7NO	7	C1	1458.259086
dsgdb9nsd_001049	C5H6O2	7	C1	1380.81716
dsgdb9nsd_001050	C4H6N2O	7	C1	1335.536514
dsgdb9nsd_001051	C4H5NO2	7	C1	1258.947517
dsgdb9nsd_001052	C4H6N2O	7	C1	1342.314451
dsgdb9nsd_001053	C4H5NO2	7	C1	1266.289673
dsgdb9nsd_001054	C4H6N2O	7	C1	1339.803622
dsgdb9nsd_001055	C5H7NO	7	C1	1467.197382
dsgdb9nsd_001056	C5H6O2	7	C1	1389.496852
dsgdb9nsd_001057	C4H6N2O	7	C1	1345.300825
dsgdb9nsd_001058	C4H5NO2	7	C1	1268.296298
dsgdb9nsd_001059	C4H6N2O	7	C1	1347.432845
dsgdb9nsd_001060	C4H5NO2	7	C1	1270.878989
dsgdb9nsd_001061	C6H9N	7	C1	1663.562524
dsgdb9nsd_001062	C5H8N2	7	C1	1543.98292
dsgdb9nsd_001063	C6H8O	7	C1	1586.279941
dsgdb9nsd_001064	C5H7NO	7	C1	1467.536965
dsgdb9nsd_001065	C5H8N2	7	C1	1528.541744
dsgdb9nsd_001066	C4H7N3	7	C1	1411.109892
dsgdb9nsd_001067	C5H7NO	7	C1	1451.529015
dsgdb9nsd_001068	C4H6N2O	7	C1	1334.705547
dsgdb9nsd_001069	C5H7NO	7	C1	1455.665702
dsgdb9nsd_001070	C4H6N2O	7	C1	1338.185903
dsgdb9nsd_001071	C5H6O2	7	C1	1378.157134
dsgdb9nsd_001072	C4H5NO2	7	C1	1260.36203
dsgdb9nsd_001073	C5H7NO	7	C1	1466.19769
dsgdb9nsd_001074	C4H6N2O	7	C1	1345.641581
dsgdb9nsd_001075	C5H6O2	7	C1	1388.035201
dsgdb9nsd_001076	C4H5NO2	7	C1	1268.758101
dsgdb9nsd_001077	C6H9N	7	C1	1659.717924
dsgdb9nsd_001078	C5H8N2	7	C1	1538.2625
dsgdb9nsd_001079	C6H7N	7	C1	1497.873924
dsgdb9nsd_001080	C5H6N2	7	C1	1374.55117
dsgdb9nsd_001081	C5H6N2	7	C1	1375.716072
dsgdb9nsd_001082	C7H12	7	C1	1890.759887
dsgdb9nsd_001084	C7H12	7	C1	1887.834043
dsgdb9nsd_001085	C6H11N	7	C1	1799.149499
dsgdb9nsd_001086	C6H10O	7	C1	1693.004002
dsgdb9nsd_001087	C5H9NO	7	C1	1603.808572
dsgdb9nsd_001108	C4H8N2O	7	C1	1491.407376
dsgdb9nsd_001109	C3H7N3O	7	C1	1375.139542
dsgdb9nsd_001110	C4H7NO2	7	C1	1417.844456
dsgdb9nsd_001111	C3H6N2O2	7	C1	1304.935655
dsgdb9nsd_001112	C5H8O2	7	C1	1539.059242
dsgdb9nsd_001113	C4H7NO2	7	C1	1429.772088
dsgdb9nsd_001114	C4H7NO2	7	C1	1429.186194
dsgdb9nsd_001115	C3H7N3O	7	C1	1375.391029
dsgdb9nsd_001116	C3H6N2O2	7	C1	1313.345456
dsgdb9nsd_001117	C3H6N2O2	7	C1	1306.45847
dsgdb9nsd_001118	C3H6N2O2	7	C1	1320.067338
dsgdb9nsd_001119	C2H5N3O2	7	C2	1197.694896
dsgdb9nsd_001134	C5H9NO	7	C1	1593.913738
dsgdb9nsd_001135	C6H10O	7	CS	1716.818527
dsgdb9nsd_001136	C5H9NO	7	C1	1605.506794
dsgdb9nsd_001137	C5H8O2	7	C1	1540.90306
dsgdb9nsd_001138	C5H8O2	7	C1	1522.259966
dsgdb9nsd_001149	C7H12	7	C1	1879.973865
dsgdb9nsd_001150	C6H10O	7	C2	1677.181921
dsgdb9nsd_001151	C6H10O	7	C1	1686.100337
dsgdb9nsd_001152	C5H8O2	7	C1	1489.794808
dsgdb9nsd_001153	C7H8	7	C2V	1579.608994
dsgdb9nsd_001154	C6H7N	7	C1	1489.244395
dsgdb9nsd_001155	C5H6N2	7	C2	1396.737164
dsgdb9nsd_001156	C5H6N2	7	C1	1359.12245
dsgdb9nsd_001157	C4H5N3	7	C1	1265.715765
dsgdb9nsd_001158	C6H6O	7	C1	1381.681686
dsgdb9nsd_001159	C5H5NO	7	C1	1289.877266
dsgdb9nsd_001160	C4H4N2O	7	C1	1195.604072
dsgdb9nsd_001161	C6H8O	7	C1	1554.655131
dsgdb9nsd_001162	C5H7NO	7	C1	1463.525805
dsgdb9nsd_001163	C5H6O2	7	C1	1356.406293
dsgdb9nsd_001164	C4H5NO2	7	C1	1263.245781
dsgdb9nsd_001165	C5H8O2	7	C1	1526.542543
dsgdb9nsd_001166	C4H6O3	7	C1	1333.952178
dsgdb9nsd_001167	C6H10O	7	C1	1689.312031
dsgdb9nsd_001168	C5H9NO	7	C1	1599.89381
dsgdb9nsd_001169	C4H9N3	7	C1	1539.673442
dsgdb9nsd_001170	C4H8N2O	7	C1	1473.738126
dsgdb9nsd_001171	C4H8N2O	7	C1	1472.896624
dsgdb9nsd_001172	C5H8O2	7	C1	1495.201041
dsgdb9nsd_001173	C4H7NO2	7	C1	1402.45877
dsgdb9nsd_001174	C7H12	7	C1	1885.319932
dsgdb9nsd_001175	C6H11N	7	C1	1796.472192
dsgdb9nsd_001176	C5H10N2	7	C1	1666.86414
dsgdb9nsd_001177	C6H10O	7	C1	1690.351331
dsgdb9nsd_001178	C5H9NO	7	C1	1599.929214
dsgdb9nsd_001179	C5H10N2	7	C1	1659.032037
dsgdb9nsd_001180	C6H10O	7	C1	1676.924096
dsgdb9nsd_001181	C5H9NO	7	C1	1586.778667
dsgdb9nsd_001196	C5H7NO	7	C1	1454.171113
dsgdb9nsd_001197	C7H12	7	C1	1889.723857
dsgdb9nsd_001198	C6H10O	7	C1	1694.912459
dsgdb9nsd_001199	C6H4O	7	C1	1257.852877
dsgdb9nsd_001200	C5H3NO	7	C1	1161.2067
dsgdb9nsd_001201	C5H3NO	7	CS	1145.930446
dsgdb9nsd_001202	C4H2N2O	7	C1	1049.445231
dsgdb9nsd_001203	C5H4O2	7	C1	1223.648915
dsgdb9nsd_001204	C4H3NO2	7	C1	1111.783236
dsgdb9nsd_001205	C5H7NO	7	C1	1426.294091
dsgdb9nsd_001206	C4H6N2O	7	C1	1330.636737
dsgdb9nsd_001207	C6H8O	7	C1	1560.602547
dsgdb9nsd_001208	C5H7NO	7	C1	1471.26648
dsgdb9nsd_001209	C5H7NO	7	C1	1442.70487
dsgdb9nsd_001210	C4H6N2O	7	C1	1351.739405
dsgdb9nsd_001211	C5H6O2	7	C1	1371.974861
dsgdb9nsd_001213	C5H7NO	7	C1	1449.430442
dsgdb9nsd_001215	C4H6N2O	7	C1	1325.999298
dsgdb9nsd_001217	C4H5NO2	7	C1	1256.634831
dsgdb9nsd_001218	C3H4N2O2	7	C1	1164.933385
dsgdb9nsd_001219	C4H7NO2	7	C1	1399.50898
dsgdb9nsd_001220	C5H8O2	7	C1	1532.08347
dsgdb9nsd_001221	C4H7NO2	7	C1	1420.482826
dsgdb9nsd_001222	C4H7NO2	7	C1	1395.51908
dsgdb9nsd_001223	C4H6O3	7	C1	1341.147201
dsgdb9nsd_001224	C4H7NO2	7	C1	1416.194796
dsgdb9nsd_001225	C4H6O3	7	C1	1345.686461
dsgdb9nsd_001226	C4H7NO2	7	C1	1421.119158
dsgdb9nsd_001227	C3H6N2O2	7	C1	1309.35902
dsgdb9nsd_001228	C3H6N2O2	7	C1	1284.059474
dsgdb9nsd_001229	C3H5NO3	7	C1	1229.73796
dsgdb9nsd_001230	C3H6N2O2	7	C1	1299.332974
dsgdb9nsd_001231	C3H5NO3	7	C1	1230.673941
dsgdb9nsd_001232	C3H6N2O2	7	C1	1297.646561
dsgdb9nsd_001233	C7H8	7	C1	1587.786033
dsgdb9nsd_001234	C6H7N	7	C1	1494.161986
dsgdb9nsd_001235	C6H6O	7	C1	1389.739008
dsgdb9nsd_001236	C5H5NO	7	C1	1295.063845
dsgdb9nsd_001237	C6H8O	7	C1	1554.735779
dsgdb9nsd_001238	C5H6O2	7	C1	1356.477039
dsgdb9nsd_001239	C7H12	7	C1	1884.624808
dsgdb9nsd_001240	C6H11N	7	C1	1795.747356
dsgdb9nsd_001241	C5H10N2	7	C1	1659.624456
dsgdb9nsd_001242	C6H10O	7	C1	1678.356186
dsgdb9nsd_001243	C5H9NO	7	C1	1587.684496
dsgdb9nsd_001244	C6H10O	7	C1	1690.346556
dsgdb9nsd_001245	C5H9NO	7	C1	1601.494511
dsgdb9nsd_001246	C5H10N2	7	C1	1653.980353
dsgdb9nsd_001255	C4H8N2O	7	C1	1483.508851
dsgdb9nsd_001256	C3H7N3O	7	C1	1367.461455
dsgdb9nsd_001257	C4H7NO2	7	C1	1409.159254
dsgdb9nsd_001258	C3H6N2O2	7	C1	1294.883141
dsgdb9nsd_001259	C3H6N2O2	7	C1	1297.581413
dsgdb9nsd_001261	C5H6O2	7	C1	1358.975117
dsgdb9nsd_001262	C6H8O	7	C1	1561.23839
dsgdb9nsd_001263	C5H7NO	7	C1	1449.341674
dsgdb9nsd_001265	C4H5NO2	7	C1	1247.453287
dsgdb9nsd_001266	C6H10O	7	C1	1687.555281
dsgdb9nsd_001267	C5H8O2	7	C1	1491.853353
dsgdb9nsd_001268	C7H12	7	C1	1888.516108
dsgdb9nsd_001269	C6H10O	7	C1	1691.496643
dsgdb9nsd_001301	C6H10O	7	C1	1717.101408
dsgdb9nsd_001302	C5H9NO	7	C1	1603.486321
dsgdb9nsd_001303	C5H9NO	7	C1	1588.926462
dsgdb9nsd_001304	C5H8O2	7	CS	1535.794775
dsgdb9nsd_001305	C5H9NO	7	C1	1584.207923
dsgdb9nsd_001306	C5H8O2	7	C1	1516.227692
dsgdb9nsd_001307	C4H7NO2	7	C1	1406.16956
dsgdb9nsd_001308	C5H8O2	7	C1	1521.498094
dsgdb9nsd_001309	C4H7NO2	7	C1	1407.163654
dsgdb9nsd_001310	C4H7NO2	7	C1	1392.518216
dsgdb9nsd_001311	C4H6O3	7	C1	1338.360538
dsgdb9nsd_001320	C7H10	7	C1	1736.615115
dsgdb9nsd_001321	C6H9N	7	C1	1647.582907
dsgdb9nsd_001322	C6H9N	7	C1	1604.725689
dsgdb9nsd_001323	C5H8N2	7	C1	1514.406252
dsgdb9nsd_001324	C6H8O	7	C1	1537.555974
dsgdb9nsd_001325	C5H7NO	7	C1	1445.930514
dsgdb9nsd_001326	C6H8O	7	C1	1540.038797
dsgdb9nsd_001327	C5H7NO	7	C1	1450.407982
dsgdb9nsd_001328	C6H10O	7	C1	1709.712785
dsgdb9nsd_001329	C5H9NO	7	C1	1583.7411
dsgdb9nsd_001330	C5H9NO	7	C1	1578.640157
dsgdb9nsd_001331	C5H8O2	7	C1	1508.924711
dsgdb9nsd_001332	C5H8O2	7	C1	1512.506674
dsgdb9nsd_001343	C7H12	7	CS	1915.165156
dsgdb9nsd_001344	C5H9NO	7	C1	1602.10905
dsgdb9nsd_001345	C6H10O	7	C1	1721.109556
dsgdb9nsd_001346	C7H12	7	C1	1915.047046
dsgdb9nsd_001347	C5H9NO	7	C1	1600.166212
dsgdb9nsd_001348	C6H10O	7	C1	1714.72626
dsgdb9nsd_001349	C6H10O	7	C1	1720.868059
dsgdb9nsd_001364	C6H4O	7	C1	1249.052075
dsgdb9nsd_001365	C5H3NO	7	C1	1153.612818
dsgdb9nsd_001366	C5H3NO	7	C1	1157.623796
dsgdb9nsd_001367	C4H2N2O	7	C1	1060.515597
dsgdb9nsd_001368	C5H4O2	7	C1	1220.943138
dsgdb9nsd_001369	C4H3NO2	7	C1	1123.225276
dsgdb9nsd_001370	C4H4N2O	7	C1	1172.276068
dsgdb9nsd_001371	C4H3NO2	7	C1	1102.272834
dsgdb9nsd_001372	C3H2N2O2	7	C1	1005.646568
dsgdb9nsd_001373	C3H4N4	7	C1	1142.156779
dsgdb9nsd_001374	C4H4N2O	7	C1	1171.286906
dsgdb9nsd_001375	C4H3NO2	7	C1	1102.016208
dsgdb9nsd_001376	C3H2N2O2	7	C1	1004.775152
dsgdb9nsd_001377	C4H3NO2	7	C1	1113.722052
dsgdb9nsd_001378	C3H4N2O2	7	C1	1143.192371
dsgdb9nsd_001379	C3H3NO3	7	C1	1075.209516
dsgdb9nsd_001380	C3H5N3O	7	C1	1208.563066
dsgdb9nsd_001381	C3H4N2O2	7	C1	1139.09922
dsgdb9nsd_001382	C3H3NO3	7	C1	1072.006407
dsgdb9nsd_001383	C3H3NO3	7	C1	1080.919872
dsgdb9nsd_001385	C5H3NO	7	C1	1156.453962
dsgdb9nsd_001386	C5H4O2	7	C1	1220.659253
dsgdb9nsd_001387	C7H8	7	C1	1582.631205
dsgdb9nsd_001388	C6H7N	7	C1	1492.700604
dsgdb9nsd_001389	C5H6N2	7	C1	1360.973828
dsgdb9nsd_001390	C6H6O	7	C1	1382.892032
dsgdb9nsd_001391	C5H5NO	7	C1	1291.35906
dsgdb9nsd_001392	C6H8O	7	C1	1557.194029
dsgdb9nsd_001393	C5H6O2	7	C1	1360.208305
dsgdb9nsd_001394	C7H8	7	C1	1581.718003
dsgdb9nsd_001395	C6H7N	7	C1	1491.879803
dsgdb9nsd_001396	C6H7N	7	C1	1492.052769
dsgdb9nsd_001397	C5H6N2	7	C1	1400.922596
dsgdb9nsd_001398	C5H6N2	7	C1	1360.804671
dsgdb9nsd_001399	C5H6N2	7	C1	1361.950277
dsgdb9nsd_001400	C4H5N3	7	C1	1269.913766
dsgdb9nsd_001401	C6H6O	7	C1	1382.455895
dsgdb9nsd_001402	C5H5NO	7	C1	1290.761847
dsgdb9nsd_001403	C5H5NO	7	C1	1292.251981
dsgdb9nsd_001404	C4H4N2O	7	C1	1199.064034
dsgdb9nsd_001405	C6H8O	7	C1	1553.250891
dsgdb9nsd_001406	C5H7NO	7	C1	1465.213171
dsgdb9nsd_001407	C5H7NO	7	C1	1432.318979
dsgdb9nsd_001408	C4H6N2O	7	C1	1340.534476
dsgdb9nsd_001409	C5H6O2	7	C1	1359.965741
dsgdb9nsd_001410	C4H5NO2	7	C1	1267.380077
dsgdb9nsd_001411	C6H8O	7	C1	1552.84466
dsgdb9nsd_001412	C5H7NO	7	C1	1462.533838
dsgdb9nsd_001413	C5H7NO	7	C1	1439.63771
dsgdb9nsd_001414	C4H6N2O	7	C1	1348.159313
dsgdb9nsd_001415	C5H7NO	7	C1	1418.975661
dsgdb9nsd_001416	C4H6N2O	7	C1	1326.823331
dsgdb9nsd_001417	C5H6O2	7	C1	1364.047477
dsgdb9nsd_001418	C4H5NO2	7	C1	1271.02501
dsgdb9nsd_001419	C5H6O2	7	C1	1354.355417
dsgdb9nsd_001420	C4H5NO2	7	C1	1262.705188
dsgdb9nsd_001421	C5H8O2	7	C1	1524.871786
dsgdb9nsd_001422	C4H7NO2	7	C1	1412.8717
dsgdb9nsd_001423	C4H7NO2	7	C1	1391.829117
dsgdb9nsd_001424	C4H6O3	7	C1	1336.984586
dsgdb9nsd_001425	C4H7NO2	7	C1	1404.862357
dsgdb9nsd_001426	C4H6O3	7	C1	1330.976107
dsgdb9nsd_001427	C4H8N2O	7	C1	1478.26611
dsgdb9nsd_001428	C4H7NO2	7	C1	1404.916499
dsgdb9nsd_001429	C3H7N3O	7	C1	1363.152554
dsgdb9nsd_001430	C4H8N2O	7	C1	1474.166207
dsgdb9nsd_001434	C5H6O2	7	C1	1372.433852
dsgdb9nsd_001435	C6H8O	7	C1	1557.70858
dsgdb9nsd_001436	C5H7NO	7	C1	1467.184612
dsgdb9nsd_001437	C5H7NO	7	C1	1444.324704
dsgdb9nsd_001438	C4H6N2O	7	C1	1353.703026
dsgdb9nsd_001439	C5H6O2	7	C1	1370.594039
dsgdb9nsd_001440	C4H5NO2	7	C1	1279.666519
dsgdb9nsd_001441	C5H6O2	7	C1	1355.193977
dsgdb9nsd_001442	C4H5NO2	7	C1	1264.223673
dsgdb9nsd_001443	C4H8N2O	7	C1	1485.410631
dsgdb9nsd_001444	C5H8O2	7	C1	1531.27082
dsgdb9nsd_001445	C4H8N2O	7	C1	1489.178726
dsgdb9nsd_001446	C4H7NO2	7	C1	1423.502596
dsgdb9nsd_001448	C4H7NO2	7	C1	1415.368624
dsgdb9nsd_001449	C3H7N3O	7	C1	1370.606363
dsgdb9nsd_001450	C3H6N2O2	7	C1	1301.460062
dsgdb9nsd_001451	C3H6N2O2	7	C1	1295.044832
dsgdb9nsd_001452	C3H6N2O2	7	C1	1283.442193
dsgdb9nsd_001453	C4H6O3	7	C1	1344.059209
dsgdb9nsd_001454	C3H6N2O2	7	C1	1290.402039
dsgdb9nsd_001455	C3H5NO3	7	C1	1233.711965
dsgdb9nsd_001456	C3H6N2O2	7	CS	1294.256573
dsgdb9nsd_001457	C3H6N2O2	7	C1	1285.229573
dsgdb9nsd_001458	C3H6N2O2	7	C1	1289.601105
dsgdb9nsd_001459	C4H6O3	7	C1	1329.219476
dsgdb9nsd_001461	C3H5NO3	7	C1	1219.940447
dsgdb9nsd_001462	C3H5NO3	7	C1	1212.45611
dsgdb9nsd_001463	C6H10O	7	C1	1692.046303
dsgdb9nsd_001464	C5H8O2	7	C1	1496.651824
dsgdb9nsd_001465	C7H12	7	C1	1888.434381
dsgdb9nsd_001467	C6H10O	7	C1	1679.975079
dsgdb9nsd_001468	C6H10O	7	C1	1687.858769
dsgdb9nsd_001469	C5H9NO	7	C1	1598.744426
dsgdb9nsd_001470	C7H12	7	C1	1884.91714
dsgdb9nsd_001471	C6H11N	7	C1	1796.156279
dsgdb9nsd_001472	C6H10O	7	C1	1688.801044
dsgdb9nsd_001473	C5H9NO	7	C1	1599.384316
dsgdb9nsd_001474	C5H10N2	7	C1	1652.688117
dsgdb9nsd_001475	C6H10O	7	C1	1679.060289
dsgdb9nsd_001476	C5H9NO	7	C1	1590.163265
dsgdb9nsd_001477	C5H8O2	7	C1	1495.680201
dsgdb9nsd_001478	C4H7NO2	7	C1	1401.702502
dsgdb9nsd_001489	C4H7N3	7	C1	1400.34641
dsgdb9nsd_001490	C4H8N2O	7	C1	1471.482198
dsgdb9nsd_001491	C6H8O	7	C1	1555.542781
dsgdb9nsd_001492	C5H7NO	7	C1	1461.19066
dsgdb9nsd_001493	C4H7N3	7	C1	1403.430368
dsgdb9nsd_001494	C5H7NO	7	C1	1440.61372
dsgdb9nsd_001495	C5H7NO	7	C1	1425.246753
dsgdb9nsd_001496	C4H6N2O	7	C1	1331.179194
dsgdb9nsd_001497	C5H6O2	7	C1	1368.796582
dsgdb9nsd_001498	C4H5NO2	7	C1	1273.578102
dsgdb9nsd_001499	C4H6N2O	7	C1	1324.408499
dsgdb9nsd_001500	C5H6O2	7	C1	1344.032089
dsgdb9nsd_001501	C4H5NO2	7	C1	1249.04147
dsgdb9nsd_001502	C5H6O2	7	C1	1357.966075
dsgdb9nsd_001504	C5H8O2	7	C1	1527.265484
dsgdb9nsd_001505	C4H8N2O	7	C1	1468.347563
dsgdb9nsd_001506	C4H7NO2	7	C1	1415.578231
dsgdb9nsd_001507	C4H7NO2	7	C1	1398.79232
dsgdb9nsd_001508	C4H6O3	7	C1	1340.029444
dsgdb9nsd_001509	C4H6O3	7	C1	1315.639882
dsgdb9nsd_001510	C4H6O3	7	C1	1324.863091
dsgdb9nsd_001537	C6H10O	7	C1	1686.315077
dsgdb9nsd_001538	C5H9NO	7	C1	1597.013635
dsgdb9nsd_001539	C7H12	7	C1	1884.112453
dsgdb9nsd_001540	C6H11N	7	C1	1795.220675
dsgdb9nsd_001541	C5H10N2	7	C1	1666.109547
dsgdb9nsd_001542	C6H10O	7	C1	1686.976146
dsgdb9nsd_001543	C5H9NO	7	C1	1596.203521
dsgdb9nsd_001544	C5H10N2	7	C1	1658.882564
dsgdb9nsd_001545	C6H10O	7	C1	1678.194464
dsgdb9nsd_001546	C5H9NO	7	C1	1587.734571
dsgdb9nsd_001547	C4H8N2O	7	C1	1461.969631
dsgdb9nsd_001548	C6H10O	7	C1	1678.256518
dsgdb9nsd_001549	C5H9NO	7	C1	1588.7514
dsgdb9nsd_001550	C4H8N2O	7	C1	1458.127868
dsgdb9nsd_001551	C5H8O2	7	C1	1478.71685
dsgdb9nsd_001552	C4H7NO2	7	C1	1387.525192
dsgdb9nsd_001553	C4H8N2O	7	C1	1468.333111
dsgdb9nsd_001554	C5H8O2	7	C1	1489.424465
dsgdb9nsd_001555	C4H7NO2	7	C1	1398.199568
dsgdb9nsd_001582	C5H4O2	7	C1	1224.934287
dsgdb9nsd_001583	C4H3NO2	7	C1	1128.525892
dsgdb9nsd_001584	C4H4N2O	7	C1	1171.382846
dsgdb9nsd_001585	C3H3N3O	7	C1	1076.038136
dsgdb9nsd_001586	C4H3NO2	7	C1	1115.848701
dsgdb9nsd_001587	C4H4O3	7	C1	1193.169863
dsgdb9nsd_001588	C3H4N2O2	7	C1	1140.612158
dsgdb9nsd_001589	C3H3NO3	7	C1	1083.730392
dsgdb9nsd_001590	C5H6O2	7	C1	1363.00849
dsgdb9nsd_001591	C4H5NO2	7	C1	1270.967989
dsgdb9nsd_001592	C6H8O	7	C1	1559.854079
dsgdb9nsd_001593	C5H7NO	7	C1	1450.23858
dsgdb9nsd_001594	C5H7NO	7	C1	1469.429514
dsgdb9nsd_001595	C4H6N2O	7	C1	1359.740019
dsgdb9nsd_001596	C3H5N3O	7	C1	1210.197829
dsgdb9nsd_001597	C4H5NO2	7	C1	1252.356797
dsgdb9nsd_001598	C3H4N2O2	7	C1	1160.171491
dsgdb9nsd_001599	C4H6N2O	7	C1	1320.069703
dsgdb9nsd_001600	C4H5NO2	7	C1	1251.671557
dsgdb9nsd_001602	C6H8O	7	C1	1556.635181
dsgdb9nsd_001603	C5H7NO	7	C1	1462.539724
dsgdb9nsd_001604	C5H6O2	7	C1	1362.431332
dsgdb9nsd_001605	C4H5NO2	7	C1	1266.371569
dsgdb9nsd_001606	C4H7N3	7	C1	1396.220623
dsgdb9nsd_001607	C5H7NO	7	C1	1433.218357
dsgdb9nsd_001608	C4H6N2O	7	C1	1340.181289
dsgdb9nsd_001609	C5H8O2	7	C1	1528.107746
dsgdb9nsd_001610	C4H6O3	7	C1	1332.593105
dsgdb9nsd_001611	C4H8N2O	7	C1	1458.764219
dsgdb9nsd_001612	C4H7NO2	7	C1	1403.864592
dsgdb9nsd_001613	C5H10N2	7	C1	1652.422737
dsgdb9nsd_001614	C7H12	7	C1	1885.454941
