File_Name	Mol_Formula	Nonhydrogen_Atoms	Point_Group	[W1-F12 all-electron, nonrel. CCSD(T)/CBS (kcal/mol)]
dsgdb9nsd_000962	C5H7NO	7	C1	1473.877415
dsgdb9nsd_000963	C5H8N2	7	C1	1538.863572
dsgdb9nsd_000964	C5H7NO	7	C1	1463.227982
dsgdb9nsd_000965	C4H6N2O	7	C1	1346.512044
dsgdb9nsd_000966	C5H8N2	7	C1	1540.522174
dsgdb9nsd_000967	C5H7NO	7	C1	1464.665444
dsgdb9nsd_000968	C4H6N2O	7	C1	1346.230725
dsgdb9nsd_000969	C5H7NO	7	C1	1469.780035
dsgdb9nsd_000970	C5H6O2	7	C1	1393.168034
dsgdb9nsd_000971	C4H6N2O	7	C1	1354.563737
dsgdb9nsd_000972	C4H5NO2	7	C1	1278.368164
dsgdb9nsd_000973	C5H7NO	7	C1	1470.368476
dsgdb9nsd_000974	C4H6N2O	7	C1	1349.602729
dsgdb9nsd_000975	C4H6N2O	7	C1	1337.603385
dsgdb9nsd_000976	C3H5N3O	7	C1	1218.954918
dsgdb9nsd_000977	C4H6N2O	7	C1	1342.296284
dsgdb9nsd_000978	C4H5NO2	7	C1	1265.032853
dsgdb9nsd_000979	C3H5N3O	7	C1	1226.596102
dsgdb9nsd_000980	C3H4N2O2	7	C1	1149.251251
dsgdb9nsd_000981	C4H6N2O	7	C1	1344.15392
dsgdb9nsd_000982	C3H5N3O	7	CS	1224.911088
dsgdb9nsd_000983	C4H5NO2	7	C1	1265.733474
dsgdb9nsd_000984	C4H5NO2	7	C1	1271.750982
dsgdb9nsd_000985	C3H4N2O2	7	C1	1154.315347
dsgdb9nsd_000986	C6H9N	7	C1	1667.082758
dsgdb9nsd_000987	C5H8N2	7	C1	1538.200031
dsgdb9nsd_000988	C5H7NO	7	C1	1468.542141
dsgdb9nsd_000989	C6H8O	7	C1	1590.387894
dsgdb9nsd_000990	C5H7NO	7	C1	1461.578436
dsgdb9nsd_000991	C4H7N3	7	C1	1409.822431
dsgdb9nsd_000992	C4H6N2O	7	C1	1341.359256
dsgdb9nsd_000993	C4H6N2O	7	C1	1333.415412
dsgdb9nsd_000994	C4H5NO2	7	C1	1269.713346
dsgdb9nsd_000995	C6H9N	7	C1	1662.144509
dsgdb9nsd_000996	C5H8N2	7	C1	1534.489467
dsgdb9nsd_000997	C5H7NO	7	C1	1465.15507
dsgdb9nsd_000998	C5H8N2	7	C1	1542.361794
dsgdb9nsd_000999	C4H6N2O	7	C1	1350.631443
dsgdb9nsd_001000	C5H8N2	7	C1	1541.211669
dsgdb9nsd_001001	C4H6N2O	7	C1	1342.923016
dsgdb9nsd_001002	C4H6N2O	7	C1	1359.948735
dsgdb9nsd_001003	C4H6N2O	7	C1	1334.249322
dsgdb9nsd_001004	C4H5NO2	7	C1	1284.402233
dsgdb9nsd_001005	C6H5N	7	C1	1364.849766
dsgdb9nsd_001006	C6H4O	7	CS	1285.346195
dsgdb9nsd_001007	C5H4N2	7	CS	1242.225167
dsgdb9nsd_001008	C5H3NO	7	CS	1163.833354
dsgdb9nsd_001009	C5H4N2	7	C1	1240.898995
dsgdb9nsd_001010	C5H3NO	7	CS	1161.995235
dsgdb9nsd_001011	C5H4N2	7	C1	1273.360563
dsgdb9nsd_001012	C5H3NO	7	C1	1192.235363
dsgdb9nsd_001013	C4H3N3	7	CS	1149.578547
dsgdb9nsd_001014	C4H2N2O	7	CS	1069.416449
dsgdb9nsd_001015	C4H3N3	7	C1	1147.506818
dsgdb9nsd_001016	C4H2N2O	7	C1	1066.66172
dsgdb9nsd_001017	C6H5N	7	CS	1364.55175
dsgdb9nsd_001019	C6H4O	7	CS	1285.426799
dsgdb9nsd_001020	C5H3NO	7	CS	1163.412007
dsgdb9nsd_001021	C5H4N2	7	CS	1274.846436
dsgdb9nsd_001022	C4H3N3	7	C1	1150.23725
dsgdb9nsd_001023	C5H3NO	7	C1	1194.007136
dsgdb9nsd_001024	C4H2N2O	7	CS	1070.495703
dsgdb9nsd_001025	C5H5NO	7	C1	1338.399224
dsgdb9nsd_001026	C5H4O2	7	C1	1258.969781
dsgdb9nsd_001027	C4H4N2O	7	C1	1214.390571
dsgdb9nsd_001028	C4H3NO2	7	C1	1136.627272
dsgdb9nsd_001029	C4H4N2O	7	C1	1211.569169
dsgdb9nsd_001030	C4H3NO2	7	C1	1133.241871
dsgdb9nsd_001031	C5H5NO	7	C1	1338.882783
dsgdb9nsd_001032	C4H4N2O	7	C1	1213.896614
dsgdb9nsd_001033	C5H4O2	7	C1	1258.003743
dsgdb9nsd_001034	C4H3NO2	7	C1	1135.156842
dsgdb9nsd_001035	C5H5NO	7	CS	1340.892307
dsgdb9nsd_001036	C4H4N2O	7	C1	1215.935958
dsgdb9nsd_001037	C4H6N2O	7	C1	1329.259065
dsgdb9nsd_001038	C4H5NO2	7	C1	1253.746367
dsgdb9nsd_001039	C6H9N	7	C1	1666.065025
dsgdb9nsd_001040	C6H8O	7	C1	1590.122514
dsgdb9nsd_001041	C5H7NO	7	C1	1469.566726
dsgdb9nsd_001042	C5H8N2	7	C1	1546.098864
dsgdb9nsd_001043	C5H7NO	7	C1	1470.702505
dsgdb9nsd_001044	C5H8N2	7	C1	1531.118662
dsgdb9nsd_001045	C5H7NO	7	C1	1455.568187
dsgdb9nsd_001046	C4H6N2O	7	C1	1334.325891
dsgdb9nsd_001047	C4H6N2O	7	C1	1340.986346
dsgdb9nsd_001048	C5H7NO	7	C1	1459.707234
dsgdb9nsd_001049	C5H6O2	7	C1	1382.2182
dsgdb9nsd_001050	C4H6N2O	7	C1	1337.001824
dsgdb9nsd_001051	C4H5NO2	7	C1	1260.352868
dsgdb9nsd_001052	C4H6N2O	7	C1	1343.787002
dsgdb9nsd_001053	C4H5NO2	7	C1	1267.702919
dsgdb9nsd_001054	C4H6N2O	7	C1	1341.185059
dsgdb9nsd_001055	C5H7NO	7	C1	1468.615578
dsgdb9nsd_001056	C5H6O2	7	C1	1390.86855
dsgdb9nsd_001057	C4H6N2O	7	C1	1346.735851
dsgdb9nsd_001058	C4H5NO2	7	C1	1269.675325
dsgdb9nsd_001059	C4H6N2O	7	C1	1348.880967
dsgdb9nsd_001060	C4H5NO2	7	C1	1272.274288
dsgdb9nsd_001061	C6H9N	7	C1	1664.912397
dsgdb9nsd_001062	C5H8N2	7	C1	1545.348701
dsgdb9nsd_001063	C6H8O	7	C1	1587.582073
dsgdb9nsd_001064	C5H7NO	7	C1	1468.847449
dsgdb9nsd_001065	C5H8N2	7	C1	1530.003578
dsgdb9nsd_001066	C4H7N3	7	C1	1412.595646
dsgdb9nsd_001067	C5H7NO	7	C1	1452.945229
dsgdb9nsd_001068	C4H6N2O	7	C1	1336.137159
dsgdb9nsd_001069	C5H7NO	7	C1	1457.111365
dsgdb9nsd_001070	C4H6N2O	7	C1	1339.65664
dsgdb9nsd_001071	C5H6O2	7	C1	1379.552327
dsgdb9nsd_001072	C4H5NO2	7	C1	1261.77712
dsgdb9nsd_001073	C5H7NO	7	C1	1467.615924
dsgdb9nsd_001074	C4H6N2O	7	C1	1347.08757
dsgdb9nsd_001075	C5H6O2	7	C1	1389.408342
dsgdb9nsd_001076	C4H5NO2	7	C1	1270.146685
dsgdb9nsd_001077	C6H9N	7	C1	1661.060907
dsgdb9nsd_001078	C5H8N2	7	C1	1539.62289
dsgdb9nsd_001079	C6H7N	7	C1	1499.191204
dsgdb9nsd_001080	C5H6N2	7	C1	1375.879846
dsgdb9nsd_001081	C5H6N2	7	C1	1377.048902
dsgdb9nsd_001082	C7H12	7	C1	1891.997982
dsgdb9nsd_001084	C7H12	7	C1	1889.063647
dsgdb9nsd_001085	C6H11N	7	C1	1800.327899
dsgdb9nsd_001086	C6H10O	7	C1	1694.298134
dsgdb9nsd_001087	C5H9NO	7	C1	1605.049491
dsgdb9nsd_001108	C4H8N2O	7	C1	1492.786121
dsgdb9nsd_001109	C3H7N3O	7	C1	1376.635116
dsgdb9nsd_001110	C4H7NO2	7	C1	1419.173716
dsgdb9nsd_001111	C3H6N2O2	7	C1	1306.404661
dsgdb9nsd_001112	C5H8O2	7	C1	1540.301994
dsgdb9nsd_001113	C4H7NO2	7	C1	1431.140573
dsgdb9nsd_001114	C4H7NO2	7	C1	1430.541784
dsgdb9nsd_001115	C3H7N3O	7	C1	1376.899066
dsgdb9nsd_001116	C3H6N2O2	7	C1	1314.815918
dsgdb9nsd_001117	C3H6N2O2	7	C1	1307.841702
dsgdb9nsd_001118	C3H6N2O2	7	C1	1321.56194
dsgdb9nsd_001119	C2H5N3O2	7	C2	1199.280098
dsgdb9nsd_001134	C5H9NO	7	C1	1595.223382
dsgdb9nsd_001135	C6H10O	7	CS	1718.085519
dsgdb9nsd_001136	C5H9NO	7	C1	1606.878926
dsgdb9nsd_001137	C5H8O2	7	C1	1542.195196
dsgdb9nsd_001138	C5H8O2	7	C1	1523.594748
dsgdb9nsd_001149	C7H12	7	C1	1881.270023
dsgdb9nsd_001150	C6H10O	7	C2	1678.461469
dsgdb9nsd_001151	C6H10O	7	C1	1687.47238
dsgdb9nsd_001152	C5H8O2	7	C1	1491.248949
dsgdb9nsd_001153	C7H8	7	C2V	1580.731584
dsgdb9nsd_001154	C6H7N	7	C1	1490.31529
dsgdb9nsd_001155	C5H6N2	7	C2	1397.751483
dsgdb9nsd_001156	C5H6N2	7	C1	1360.2555
dsgdb9nsd_001157	C4H5N3	7	C1	1266.793362
dsgdb9nsd_001158	C6H6O	7	C1	1382.860042
dsgdb9nsd_001159	C5H5NO	7	C1	1291.00271
dsgdb9nsd_001160	C4H4N2O	7	C1	1196.67151
dsgdb9nsd_001161	C6H8O	7	C1	1555.833488
dsgdb9nsd_001162	C5H7NO	7	C1	1464.649624
dsgdb9nsd_001163	C5H6O2	7	C1	1357.646974
dsgdb9nsd_001164	C4H5NO2	7	C1	1264.423761
dsgdb9nsd_001165	C5H8O2	7	C1	1527.782621
dsgdb9nsd_001166	C4H6O3	7	C1	1335.261677
dsgdb9nsd_001167	C6H10O	7	C1	1690.617853
dsgdb9nsd_001168	C5H9NO	7	C1	1601.150749
dsgdb9nsd_001169	C4H9N3	7	C1	1540.992223
dsgdb9nsd_001170	C4H8N2O	7	C1	1475.057886
dsgdb9nsd_001171	C4H8N2O	7	C1	1474.218322
dsgdb9nsd_001172	C5H8O2	7	C1	1496.56984
dsgdb9nsd_001173	C4H7NO2	7	C1	1403.771206
dsgdb9nsd_001174	C7H12	7	C1	1886.550773
dsgdb9nsd_001175	C6H11N	7	C1	1797.653586
dsgdb9nsd_001176	C5H10N2	7	C1	1668.110173
dsgdb9nsd_001177	C6H10O	7	C1	1691.640976
dsgdb9nsd_001178	C5H9NO	7	C1	1601.167761
dsgdb9nsd_001179	C5H10N2	7	C1	1660.287025
dsgdb9nsd_001180	C6H10O	7	C1	1678.214243
dsgdb9nsd_001181	C5H9NO	7	C1	1588.018663
dsgdb9nsd_001196	C5H7NO	7	C1	1455.496482
dsgdb9nsd_001197	C7H12	7	C1	1890.97137
dsgdb9nsd_001198	C6H10O	7	C1	1696.227462
dsgdb9nsd_001199	C6H4O	7	C1	1258.944128
dsgdb9nsd_001200	C5H3NO	7	C1	1162.238991
dsgdb9nsd_001201	C5H3NO	7	CS	1147.147356
dsgdb9nsd_001202	C4H2N2O	7	C1	1050.604555
dsgdb9nsd_001203	C5H4O2	7	C1	1224.778727
dsgdb9nsd_001204	C4H3NO2	7	C1	1113.039027
dsgdb9nsd_001205	C5H7NO	7	C1	1427.567189
dsgdb9nsd_001206	C4H6N2O	7	C1	1331.842572
dsgdb9nsd_001207	C6H8O	7	C1	1561.792832
dsgdb9nsd_001208	C5H7NO	7	C1	1472.404556
dsgdb9nsd_001209	C5H7NO	7	C1	1444.01959
dsgdb9nsd_001210	C4H6N2O	7	C1	1352.999576
dsgdb9nsd_001211	C5H6O2	7	C1	1373.226623
dsgdb9nsd_001213	C5H7NO	7	C1	1450.744026
dsgdb9nsd_001215	C4H6N2O	7	C1	1327.417363
dsgdb9nsd_001217	C4H5NO2	7	C1	1258.026433
dsgdb9nsd_001218	C3H4N2O2	7	C1	1166.269491
dsgdb9nsd_001219	C4H7NO2	7	C1	1400.848468
dsgdb9nsd_001220	C5H8O2	7	C1	1533.328148
dsgdb9nsd_001221	C4H7NO2	7	C1	1421.857787
dsgdb9nsd_001222	C4H7NO2	7	C1	1396.853027
dsgdb9nsd_001223	C4H6O3	7	C1	1342.455741
dsgdb9nsd_001224	C4H7NO2	7	C1	1417.561757
dsgdb9nsd_001225	C4H6O3	7	C1	1346.996443
dsgdb9nsd_001226	C4H7NO2	7	C1	1422.487436
dsgdb9nsd_001227	C3H6N2O2	7	C1	1310.860142
dsgdb9nsd_001228	C3H6N2O2	7	C1	1285.51615
dsgdb9nsd_001229	C3H5NO3	7	C1	1231.169987
dsgdb9nsd_001230	C3H6N2O2	7	C1	1300.8132
dsgdb9nsd_001231	C3H5NO3	7	C1	1232.125427
dsgdb9nsd_001232	C3H6N2O2	7	C1	1299.117669
dsgdb9nsd_001233	C7H8	7	C1	1588.931915
dsgdb9nsd_001234	C6H7N	7	C1	1495.255321
dsgdb9nsd_001235	C6H6O	7	C1	1390.945427
dsgdb9nsd_001236	C5H5NO	7	C1	1296.216749
dsgdb9nsd_001237	C6H8O	7	C1	1555.924947
dsgdb9nsd_001238	C5H6O2	7	C1	1357.726655
dsgdb9nsd_001239	C7H12	7	C1	1885.862226
dsgdb9nsd_001240	C6H11N	7	C1	1796.933857
dsgdb9nsd_001241	C5H10N2	7	C1	1660.879268
dsgdb9nsd_001242	C6H10O	7	C1	1679.648416
dsgdb9nsd_001243	C5H9NO	7	C1	1588.924398
dsgdb9nsd_001244	C6H10O	7	C1	1691.64823
dsgdb9nsd_001245	C5H9NO	7	C1	1602.745922
dsgdb9nsd_001246	C5H10N2	7	C1	1655.245632
dsgdb9nsd_001255	C4H8N2O	7	C1	1484.905304
dsgdb9nsd_001256	C3H7N3O	7	C1	1368.978321
dsgdb9nsd_001257	C4H7NO2	7	C1	1410.503022
dsgdb9nsd_001258	C3H6N2O2	7	C1	1296.368481
dsgdb9nsd_001259	C3H6N2O2	7	C1	1299.05426
dsgdb9nsd_001261	C5H6O2	7	C1	1360.232357
dsgdb9nsd_001262	C6H8O	7	C1	1562.430413
dsgdb9nsd_001263	C5H7NO	7	C1	1450.658471
dsgdb9nsd_001265	C4H5NO2	7	C1	1248.78913
dsgdb9nsd_001266	C6H10O	7	C1	1688.864529
dsgdb9nsd_001267	C5H8O2	7	C1	1493.224047
dsgdb9nsd_001268	C7H12	7	C1	1889.760553
dsgdb9nsd_001269	C6H10O	7	C1	1692.801881
dsgdb9nsd_001301	C6H10O	7	C1	1718.370641
dsgdb9nsd_001302	C5H9NO	7	C1	1604.866176
dsgdb9nsd_001303	C5H9NO	7	C1	1590.24619
dsgdb9nsd_001304	C5H8O2	7	CS	1537.09392
dsgdb9nsd_001305	C5H9NO	7	C1	1585.529835
dsgdb9nsd_001306	C5H8O2	7	C1	1517.524447
dsgdb9nsd_001307	C4H7NO2	7	C1	1407.538962
dsgdb9nsd_001308	C5H8O2	7	C1	1522.831803
dsgdb9nsd_001309	C4H7NO2	7	C1	1408.609179
dsgdb9nsd_001310	C4H7NO2	7	C1	1393.904586
dsgdb9nsd_001311	C4H6O3	7	C1	1339.723828
dsgdb9nsd_001320	C7H10	7	C1	1737.852796
dsgdb9nsd_001321	C6H9N	7	C1	1648.770242
dsgdb9nsd_001322	C6H9N	7	C1	1605.973279
dsgdb9nsd_001323	C5H8N2	7	C1	1515.602919
dsgdb9nsd_001324	C6H8O	7	C1	1538.761521
dsgdb9nsd_001325	C5H7NO	7	C1	1447.081077
dsgdb9nsd_001326	C6H8O	7	C1	1541.345316
dsgdb9nsd_001327	C5H7NO	7	C1	1451.664382
dsgdb9nsd_001328	C6H10O	7	C1	1711.007369
dsgdb9nsd_001329	C5H9NO	7	C1	1585.092775
dsgdb9nsd_001330	C5H9NO	7	C1	1579.94827
dsgdb9nsd_001331	C5H8O2	7	C1	1510.189187
dsgdb9nsd_001332	C5H8O2	7	C1	1513.867924
dsgdb9nsd_001343	C7H12	7	CS	1916.434972
dsgdb9nsd_001344	C5H9NO	7	C1	1603.432788
dsgdb9nsd_001345	C6H10O	7	C1	1722.443817
dsgdb9nsd_001346	C7H12	7	C1	1916.316799
dsgdb9nsd_001347	C5H9NO	7	C1	1601.491644
dsgdb9nsd_001348	C6H10O	7	C1	1716.053951
dsgdb9nsd_001349	C6H10O	7	C1	1722.198323
dsgdb9nsd_001364	C6H4O	7	C1	1250.127601
dsgdb9nsd_001365	C5H3NO	7	C1	1154.625054
dsgdb9nsd_001366	C5H3NO	7	C1	1158.643085
dsgdb9nsd_001367	C4H2N2O	7	C1	1061.468639
dsgdb9nsd_001368	C5H4O2	7	C1	1222.067798
dsgdb9nsd_001369	C4H3NO2	7	C1	1124.287059
dsgdb9nsd_001370	C4H4N2O	7	C1	1173.536979
dsgdb9nsd_001371	C4H3NO2	7	C1	1103.492919
dsgdb9nsd_001372	C3H2N2O2	7	C1	1006.803815
dsgdb9nsd_001373	C3H4N4	7	C1	1143.393092
dsgdb9nsd_001374	C4H4N2O	7	C1	1172.548137
dsgdb9nsd_001375	C4H3NO2	7	C1	1103.236688
dsgdb9nsd_001376	C3H2N2O2	7	C1	1005.930246
dsgdb9nsd_001377	C4H3NO2	7	C1	1114.963718
dsgdb9nsd_001378	C3H4N2O2	7	C1	1144.50261
dsgdb9nsd_001379	C3H3NO3	7	C1	1076.480869
dsgdb9nsd_001380	C3H5N3O	7	C1	1209.907254
dsgdb9nsd_001381	C3H4N2O2	7	C1	1140.405902
dsgdb9nsd_001382	C3H3NO3	7	C1	1073.269307
dsgdb9nsd_001383	C3H3NO3	7	C1	1082.203637
dsgdb9nsd_001385	C5H3NO	7	C1	1157.476802
dsgdb9nsd_001386	C5H4O2	7	C1	1221.784974
dsgdb9nsd_001387	C7H8	7	C1	1583.773467
dsgdb9nsd_001388	C6H7N	7	C1	1493.790914
dsgdb9nsd_001389	C5H6N2	7	C1	1362.126024
dsgdb9nsd_001390	C6H6O	7	C1	1384.091278
dsgdb9nsd_001391	C5H5NO	7	C1	1292.505501
dsgdb9nsd_001392	C6H8O	7	C1	1558.388029
dsgdb9nsd_001393	C5H6O2	7	C1	1361.474123
dsgdb9nsd_001394	C7H8	7	C1	1582.845638
dsgdb9nsd_001395	C6H7N	7	C1	1492.956741
dsgdb9nsd_001396	C6H7N	7	C1	1493.128659
dsgdb9nsd_001397	C5H6N2	7	C1	1401.945198
dsgdb9nsd_001398	C5H6N2	7	C1	1361.950654
dsgdb9nsd_001399	C5H6N2	7	C1	1363.094629
dsgdb9nsd_001400	C4H5N3	7	C1	1271.006129
dsgdb9nsd_001401	C6H6O	7	C1	1383.646506
dsgdb9nsd_001402	C5H5NO	7	C1	1291.900727
dsgdb9nsd_001403	C5H5NO	7	C1	1293.390378
dsgdb9nsd_001404	C4H4N2O	7	C1	1200.147304
dsgdb9nsd_001405	C6H8O	7	C1	1554.43662
dsgdb9nsd_001406	C5H7NO	7	C1	1466.349227
dsgdb9nsd_001407	C5H7NO	7	C1	1433.633831
dsgdb9nsd_001408	C4H6N2O	7	C1	1341.792658
dsgdb9nsd_001409	C5H6O2	7	C1	1361.228691
dsgdb9nsd_001410	C4H5NO2	7	C1	1268.587362
dsgdb9nsd_001411	C6H8O	7	C1	1554.028362
dsgdb9nsd_001412	C5H7NO	7	C1	1463.664277
dsgdb9nsd_001413	C5H7NO	7	C1	1440.941242
dsgdb9nsd_001414	C4H6N2O	7	C1	1349.409851
dsgdb9nsd_001415	C5H7NO	7	C1	1420.236485
dsgdb9nsd_001416	C4H6N2O	7	C1	1328.029429
dsgdb9nsd_001417	C5H6O2	7	C1	1365.284706
dsgdb9nsd_001418	C4H5NO2	7	C1	1272.204201
dsgdb9nsd_001419	C5H6O2	7	C1	1355.603552
dsgdb9nsd_001420	C4H5NO2	7	C1	1263.896772
dsgdb9nsd_001421	C5H8O2	7	C1	1526.11086
dsgdb9nsd_001422	C4H7NO2	7	C1	1414.232003
dsgdb9nsd_001423	C4H7NO2	7	C1	1393.15736
dsgdb9nsd_001424	C4H6O3	7	C1	1338.285507
dsgdb9nsd_001425	C4H7NO2	7	C1	1406.228157
dsgdb9nsd_001426	C4H6O3	7	C1	1332.293049
dsgdb9nsd_001427	C4H8N2O	7	C1	1479.665914
dsgdb9nsd_001428	C4H7NO2	7	C1	1406.266473
dsgdb9nsd_001429	C3H7N3O	7	C1	1364.672802
dsgdb9nsd_001430	C4H8N2O	7	C1	1475.563614
dsgdb9nsd_001434	C5H6O2	7	C1	1373.702237
dsgdb9nsd_001435	C6H8O	7	C1	1558.90034
dsgdb9nsd_001436	C5H7NO	7	C1	1468.320009
dsgdb9nsd_001437	C5H7NO	7	C1	1445.647337
dsgdb9nsd_001438	C4H6N2O	7	C1	1354.970727
dsgdb9nsd_001439	C5H6O2	7	C1	1371.859361
dsgdb9nsd_001440	C4H5NO2	7	C1	1280.875981
dsgdb9nsd_001441	C5H6O2	7	C1	1356.456538
dsgdb9nsd_001442	C4H5NO2	7	C1	1265.430092
dsgdb9nsd_001443	C4H8N2O	7	C1	1486.791962
dsgdb9nsd_001444	C5H8O2	7	C1	1532.515937
dsgdb9nsd_001445	C4H8N2O	7	C1	1490.567944
dsgdb9nsd_001446	C4H7NO2	7	C1	1424.859868
dsgdb9nsd_001448	C4H7NO2	7	C1	1416.743691
dsgdb9nsd_001449	C3H7N3O	7	C1	1372.129605
dsgdb9nsd_001450	C3H6N2O2	7	C1	1302.943256
dsgdb9nsd_001451	C3H6N2O2	7	C1	1296.526482
dsgdb9nsd_001452	C3H6N2O2	7	C1	1284.903161
dsgdb9nsd_001453	C4H6O3	7	C1	1345.374269
dsgdb9nsd_001454	C3H6N2O2	7	C1	1291.86622
dsgdb9nsd_001455	C3H5NO3	7	C1	1235.154867
dsgdb9nsd_001456	C3H6N2O2	7	CS	1295.685067
dsgdb9nsd_001457	C3H6N2O2	7	C1	1286.637698
dsgdb9nsd_001458	C3H6N2O2	7	C1	1291.070004
dsgdb9nsd_001459	C4H6O3	7	C1	1330.534993
dsgdb9nsd_001461	C3H5NO3	7	C1	1221.367027
dsgdb9nsd_001462	C3H5NO3	7	C1	1213.864674
dsgdb9nsd_001463	C6H10O	7	C1	1693.367669
dsgdb9nsd_001464	C5H8O2	7	C1	1498.032458
dsgdb9nsd_001465	C7H12	7	C1	1889.682297
dsgdb9nsd_001467	C6H10O	7	C1	1681.281974
dsgdb9nsd_001468	C6H10O	7	C1	1689.171274
dsgdb9nsd_001469	C5H9NO	7	C1	1600.005852
dsgdb9nsd_001470	C7H12	7	C1	1886.155254
dsgdb9nsd_001471	C6H11N	7	C1	1797.343345
dsgdb9nsd_001472	C6H10O	7	C1	1690.104971
dsgdb9nsd_001473	C5H9NO	7	C1	1600.636003
dsgdb9nsd_001474	C5H10N2	7	C1	1653.948407
dsgdb9nsd_001475	C6H10O	7	C1	1680.365045
dsgdb9nsd_001476	C5H9NO	7	C1	1591.416809
dsgdb9nsd_001477	C5H8O2	7	C1	1497.064456
dsgdb9nsd_001478	C4H7NO2	7	C1	1403.026127
dsgdb9nsd_001489	C4H7N3	7	C1	1401.612404
dsgdb9nsd_001490	C4H8N2O	7	C1	1472.863962
dsgdb9nsd_001491	C6H8O	7	C1	1556.728705
dsgdb9nsd_001492	C5H7NO	7	C1	1462.313456
dsgdb9nsd_001493	C4H7N3	7	C1	1404.698841
dsgdb9nsd_001494	C5H7NO	7	C1	1441.922146
dsgdb9nsd_001495	C5H7NO	7	C1	1426.522203
dsgdb9nsd_001496	C4H6N2O	7	C1	1332.397598
dsgdb9nsd_001497	C5H6O2	7	C1	1370.049592
dsgdb9nsd_001498	C4H5NO2	7	C1	1274.767565
dsgdb9nsd_001499	C4H6N2O	7	C1	1325.610424
dsgdb9nsd_001500	C5H6O2	7	C1	1345.285187
dsgdb9nsd_001501	C4H5NO2	7	C1	1250.231485
dsgdb9nsd_001502	C5H6O2	7	C1	1359.226409
dsgdb9nsd_001504	C5H8O2	7	C1	1528.501452
dsgdb9nsd_001505	C4H8N2O	7	C1	1469.721689
dsgdb9nsd_001506	C4H7NO2	7	C1	1416.94302
dsgdb9nsd_001507	C4H7NO2	7	C1	1400.122941
dsgdb9nsd_001508	C4H6O3	7	C1	1341.331739
dsgdb9nsd_001509	C4H6O3	7	C1	1316.944537
dsgdb9nsd_001510	C4H6O3	7	C1	1326.17047
dsgdb9nsd_001537	C6H10O	7	C1	1687.624489
dsgdb9nsd_001538	C5H9NO	7	C1	1598.273085
dsgdb9nsd_001539	C7H12	7	C1	1885.349626
dsgdb9nsd_001540	C6H11N	7	C1	1796.407822
dsgdb9nsd_001541	C5H10N2	7	C1	1667.36269
dsgdb9nsd_001542	C6H10O	7	C1	1688.274821
dsgdb9nsd_001543	C5H9NO	7	C1	1597.45079
dsgdb9nsd_001544	C5H10N2	7	C1	1660.141537
dsgdb9nsd_001545	C6H10O	7	C1	1679.486412
dsgdb9nsd_001546	C5H9NO	7	C1	1588.975113
dsgdb9nsd_001547	C4H8N2O	7	C1	1463.300447
dsgdb9nsd_001548	C6H10O	7	C1	1679.564556
dsgdb9nsd_001549	C5H9NO	7	C1	1590.008935
dsgdb9nsd_001550	C4H8N2O	7	C1	1459.4551
dsgdb9nsd_001551	C5H8O2	7	C1	1480.08964
dsgdb9nsd_001552	C4H7NO2	7	C1	1388.846332
dsgdb9nsd_001553	C4H8N2O	7	C1	1469.659315
dsgdb9nsd_001554	C5H8O2	7	C1	1490.796753
dsgdb9nsd_001555	C4H7NO2	7	C1	1399.520262
dsgdb9nsd_001582	C5H4O2	7	C1	1226.056362
dsgdb9nsd_001583	C4H3NO2	7	C1	1129.578477
dsgdb9nsd_001584	C4H4N2O	7	C1	1172.646531
dsgdb9nsd_001585	C3H3N3O	7	C1	1077.242277
dsgdb9nsd_001586	C4H3NO2	7	C1	1117.103255
dsgdb9nsd_001587	C4H4O3	7	C1	1194.334433
dsgdb9nsd_001588	C3H4N2O2	7	C1	1141.923139
dsgdb9nsd_001589	C3H3NO3	7	C1	1085.029249
dsgdb9nsd_001590	C5H6O2	7	C1	1364.265486
dsgdb9nsd_001591	C4H5NO2	7	C1	1272.168533
dsgdb9nsd_001592	C6H8O	7	C1	1561.040561
dsgdb9nsd_001593	C5H7NO	7	C1	1451.549384
dsgdb9nsd_001594	C5H7NO	7	C1	1470.561529
dsgdb9nsd_001595	C4H6N2O	7	C1	1360.998019
dsgdb9nsd_001596	C3H5N3O	7	C1	1211.500131
dsgdb9nsd_001597	C4H5NO2	7	C1	1253.738278
dsgdb9nsd_001598	C3H4N2O2	7	C1	1161.499119
dsgdb9nsd_001599	C4H6N2O	7	C1	1321.444821
dsgdb9nsd_001600	C4H5NO2	7	C1	1253.008886
dsgdb9nsd_001602	C6H8O	7	C1	1557.817516
dsgdb9nsd_001603	C5H7NO	7	C1	1463.659169
dsgdb9nsd_001604	C5H6O2	7	C1	1363.688309
dsgdb9nsd_001605	C4H5NO2	7	C1	1267.564032
dsgdb9nsd_001606	C4H7N3	7	C1	1397.494235
dsgdb9nsd_001607	C5H7NO	7	C1	1434.537319
dsgdb9nsd_001608	C4H6N2O	7	C1	1341.439339
dsgdb9nsd_001609	C5H8O2	7	C1	1529.340363
dsgdb9nsd_001610	C4H6O3	7	C1	1333.896925
dsgdb9nsd_001611	C4H8N2O	7	C1	1460.133501
dsgdb9nsd_001612	C4H7NO2	7	C1	1405.235625
dsgdb9nsd_001613	C5H10N2	7	C1	1653.690444
dsgdb9nsd_001614	C7H12	7	C1	1886.688041
